"File","Line","Severity","Pattern","Code","Description","Fix"
"lib\shared\models\voice_room_chat_message.dart","139","HIGH","PropertyChainToString","id: DateTime.now().millisecondsSinceEpoch.toString(),","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\shared\widgets\async_value_view_enhanced.dart","60","HIGH","UnsafeToString","skeletonType: widget.skeleton.runtimeType.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\widgets\async_value_view_enhanced.dart","60","HIGH","PropertyChainToString","skeletonType: widget.skeleton.runtimeType.toString(),","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\shared\widgets\async_value_view_enhanced.dart","182","HIGH","UnsafeToString","errorType: runtimeType.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\widgets\block_report_dialog.dart","36","MEDIUM","StringInterpolation","title: Text('Actions for ${widget.userName}'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\shared\widgets\block_report_dialog.dart","139","MEDIUM","StringInterpolation","SnackBar(content: Text('${widget.userName} has been blocked')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\shared\widgets\block_report_dialog.dart","146","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to block user: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\shared\widgets\block_report_dialog.dart","185","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to submit report: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\shared\widgets\camera_permission_request_dialog.dart","57","MEDIUM","StringInterpolation","content: Text('Permission request sent to ${widget.ownerName}'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\shared\widgets\chat_box_widget.dart","716","HIGH","UnsafeToString","return '${time.month}/${time.day} ${time.hour.toString().padLeft(2, '0')}:${time.minute.toString().padLeft(2, '0')}';","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\widgets\chat_box_widget.dart","716","HIGH","PropertyChainToString","return '${time.month}/${time.day} ${time.hour.toString().padLeft(2, '0')}:${time.minute.toString().padLeft(2, '0')}';","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\shared\widgets\coin_balance_widget.dart","48","HIGH","UnsafeToString","coinBalance.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\widgets\collapsible_sidebar.dart","360","HIGH","UnsafeToString","widget.badgeCount.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\widgets\collapsible_sidebar.dart","360","HIGH","PropertyChainToString","widget.badgeCount.toString(),","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\shared\widgets\debug_wrapper.dart","47","HIGH","UnsafeToString","_error.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\widgets\error_boundary.dart","37","HIGH","UnsafeToString","final stackTrace = details.stack.toString();","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\widgets\error_boundary.dart","37","HIGH","PropertyChainToString","final stackTrace = details.stack.toString();","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\shared\widgets\error_boundary.dart","63","CRITICAL","NullAssertion","return fileMatch.group(0)!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\shared\widgets\error_boundary.dart","70","CRITICAL","NullAssertion","return packageMatch.group(0)!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\shared\widgets\error_boundary.dart","190","HIGH","UnsafeToString","if (error.toString().contains('network')) {","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\widgets\error_boundary.dart","193","HIGH","UnsafeToString","if (error.toString().contains('permission')) {","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\widgets\error_boundary.dart","196","HIGH","UnsafeToString","if (error.toString().contains('auth')) {","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\widgets\events_widgets.dart","226","CRITICAL","NullAssertion","? displayProfiles[i].displayName![0].toUpperCase()","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\shared\widgets\events_widgets.dart","309","MEDIUM","StringInterpolation","SnackBar(content: Text('Error: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\shared\widgets\events_widgets.dart","337","MEDIUM","StringInterpolation","SnackBar(content: Text('Error: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\shared\widgets\events_widgets.dart","355","MEDIUM","StringInterpolation","SnackBar(content: Text('Error: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\shared\widgets\follow_button.dart","52","MEDIUM","StringInterpolation","content: Text('Error: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\shared\widgets\friends_list_panel.dart","232","CRITICAL","NullAssertion",".doc(currentUser!.uid)","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\shared\widgets\friends_list_panel.dart","242","CRITICAL","NullAssertion","if (!friendsSnapshot.hasData || friendsSnapshot.data!.docs.isEmpty) {","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\shared\widgets\friends_list_panel.dart","246","CRITICAL","NullAssertion","final friendIds = friendsSnapshot.data!.docs.map((d) => d.id).toList();","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\shared\widgets\friends_list_panel.dart","260","CRITICAL","NullAssertion","var friends = usersSnapshot.data!.docs;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\shared\widgets\friends_sidebar_widget.dart","155","HIGH","UnsafeToString","friends.length.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\widgets\friends_sidebar_widget.dart","155","HIGH","PropertyChainToString","friends.length.toString(),","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\shared\widgets\friends_sidebar_widget.dart","311","MEDIUM","StringInterpolation","content: Text('Opening chat with ${friend.name}'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\shared\widgets\friends_sidebar_widget.dart","520","HIGH","UnsafeToString","widget.friend.unreadMessages.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\widgets\friends_sidebar_widget.dart","520","HIGH","PropertyChainToString","widget.friend.unreadMessages.toString(),","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\shared\widgets\gift_selector.dart","54","MEDIUM","StringInterpolation","Text('Sent $_selectedAmount coins to ${widget.receiverName}!'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\shared\widgets\gift_selector.dart","64","HIGH","UnsafeToString","content: Text('Failed to send tip: ${e.toString()}'),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\widgets\gift_selector.dart","64","MEDIUM","StringInterpolation","content: Text('Failed to send tip: ${e.toString()}'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\shared\widgets\gift_selector.dart","243","MEDIUM","StringInterpolation","child: Text('Send $_selectedAmount Coins'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\shared\widgets\groups_sidebar_widget.dart","120","HIGH","UnsafeToString","groups.length.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\widgets\groups_sidebar_widget.dart","120","HIGH","PropertyChainToString","groups.length.toString(),","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\shared\widgets\groups_sidebar_widget.dart","263","MEDIUM","StringInterpolation","content: Text('Opening group: ${group.name}'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\shared\widgets\groups_sidebar_widget.dart","410","HIGH","UnsafeToString","group.unreadMessages.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\widgets\groups_sidebar_widget.dart","410","HIGH","PropertyChainToString","group.unreadMessages.toString(),","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\shared\widgets\live_room_card.dart","66","CRITICAL","NullAssertion","final hostProfileAsync = ref.watch(userProfileProvider(widget.room!.hostId));","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\shared\widgets\live_room_card.dart","70","CRITICAL","NullAssertion","return profile.displayName!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\shared\widgets\live_room_card.dart","72","CRITICAL","NullAssertion","return profile.nickname!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\shared\widgets\live_room_card.dart","164","CRITICAL","NullAssertion","widget.room!.hostId == widget.currentUserId &&","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\shared\widgets\monetization_widgets.dart","88","HIGH","UnsafeToString","transactionId: DateTime.now().millisecondsSinceEpoch.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\shared\widgets\monetization_widgets.dart","88","HIGH","PropertyChainToString","transactionId: DateTime.now().millisecondsSinceEpoch.toString(),","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\shared\widgets\monetization_widgets.dart","93","MEDIUM","StringInterpolation","SnackBar(content: Text('Successfully purchased ${package['coins'] + package['bonus']} coins!')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
